"Submission ID","Last updated","Submission started","Status","Current step","Initials","Municipality","Photo name","Photo link","Number of substrates","Placement (1)","Substrate Notes (1)","This isn't really a sign (1)","What is is? (e.g. graffiti, infrastructure, memorial, sticker) (1)","Number of typefaces on this substrate (up to 8) (1)","Typeface Style (8)","Copy (8)","Lettering Ontology (9)","Message Function (13)","Covid related? (12)","Text notes? (12)","Text Notes (9)","Typeface Style (14)","Copy (12)","Lettering Ontology (8)","Message Function (8)","Covid related? (9)","Text notes? (15)","Text Notes (12)","Typeface Style (11)","Copy (11)","Lettering Ontology (15)","Message Function (12)","Covid related? (11)","Text notes? (11)","Text Notes (11)","Typeface Style (12)","Copy (10)","Lettering Ontology (12)","Message Function (11)","Covid related? (14)","Text notes? (8)","Text Notes (8)","Typeface Style (13)","Copy (14)","Lettering Ontology (10)","Message Function (10)","Covid related? (10)","Text notes? (13)","Text Notes (14)","Typeface Style (10)","Copy (9)","Lettering Ontology (13)","Message Function (14)","Covid related? (15)","Text notes? (10)","Text Notes (10)","Typeface Style (9)","Copy (15)","Lettering Ontology (14)","Message Function (9)","Covid related? (8)","Text notes? (14)","Text Notes (15)","Typeface Style (15)","Copy (13)","Lettering Ontology (11)","Message Function (15)","Covid related? (13)","Text notes? (9)","Text Notes (13)","Overall confidence in your selections (0 lowest / 5 highest) (1)","Explain your reasoning (1)","Any additional information? (1)","Placement (2)","Substrate Notes (2)","This isn't really a sign (2)","What is is? (e.g. graffiti, infrastructure, memorial, sticker) (2)","Number of typefaces on this substrate (up to 8) (2)","Typeface Style (18)","Copy (23)","Lettering Ontology (23)","Message Function (17)","Covid related? (23)","Text notes? (18)","Text Notes (19)","Typeface Style (16)","Copy (20)","Lettering Ontology (18)","Message Function (19)","Covid related? (21)","Text notes? (20)","Text Notes (22)","Typeface Style (22)","Copy (19)","Lettering Ontology (16)","Message Function (18)","Covid related? (22)","Text notes? (17)","Text Notes (20)","Typeface Style (19)","Copy (16)","Lettering Ontology (22)","Message Function (22)","Covid related? (20)","Text notes? (21)","Text Notes (21)","Typeface Style (20)","Copy (21)","Lettering Ontology (21)","Message Function (23)","Covid related? (19)","Text notes? (22)","Text Notes (17)","Typeface Style (23)","Copy (17)","Lettering Ontology (17)","Message Function (16)","Covid related? (17)","Text notes? (16)","Text Notes (18)","Typeface Style (17)","Copy (22)","Lettering Ontology (19)","Message Function (21)","Covid related? (18)","Text notes? (19)","Text Notes (23)","Typeface Style (21)","Copy (18)","Lettering Ontology (20)","Message Function (20)","Covid related? (16)","Text notes? (23)","Text Notes (16)","Overall confidence in your selections (0 lowest / 5 highest) (2)","Explain your reasoning (2)","Any additional information? (2)","Placement","Substrate Notes","This isn't really a sign","What is is? (e.g. graffiti, infrastructure, memorial, sticker)","Number of typefaces on this substrate (up to 8)","Typeface Style (3)","Copy (5)","Lettering Ontology (2)","Message Function (2)","Covid related? (1)","Text notes? (7)","Text Notes (2)","Typeface Style (1)","Copy (6)","Lettering Ontology (4)","Message Function (1)","Covid related?","Text notes? (2)","Text Notes (1)","Typeface Style (7)","Copy (7)","Lettering Ontology","Message Function (6)","Covid related? (2)","Text notes? (1)","Text Notes (5)","Typeface Style (5)","Copy","Lettering Ontology (6)","Message Function (7)","Covid related? (4)","Text notes? (6)","Text Notes (6)","Typeface Style","Copy (4)","Lettering Ontology (1)","Message Function (5)","Covid related? (3)","Text notes? (4)","Text Notes","Typeface Style (6)","Copy (1)","Lettering Ontology (3)","Message Function (4)","Covid related? (7)","Text notes? (5)","Text Notes (3)","Typeface Style (2)","Copy (3)","Lettering Ontology (5)","Message Function","Covid related? (6)","Text notes? (3)","Text Notes (4)","Typeface Style (4)","Copy (2)","Lettering Ontology (7)","Message Function (3)","Covid related? (5)","Text notes?","Text Notes (7)","Overall confidence in your selections (0 lowest / 5 highest)","Explain your reasoning","Any additional information?","Placement (3)","Substrate Notes (3)","This isn't really a sign (3)","What is is? (e.g. graffiti, infrastructure, memorial, sticker) (3)","Number of typefaces on this substrate (up to 8) (3)","Typeface Style (25)","Copy (26)","Lettering Ontology (26)","Message Function (28)","Covid related? (30)","Text notes? (26)","Text Notes (29)","Typeface Style (31)","Copy (30)","Lettering Ontology (29)","Message Function (30)","Covid related? (31)","Text notes? (31)","Text Notes (31)","Typeface Style (24)","Copy (24)","Lettering Ontology (30)","Message Function (26)","Covid related? (28)","Text notes? (29)","Text Notes (28)","Typeface Style (29)","Copy (28)","Lettering Ontology (25)","Message Function (29)","Covid related? (26)","Text notes? (28)","Text Notes (24)","Typeface Style (26)","Copy (31)","Lettering Ontology (27)","Message Function (27)","Covid related? (25)","Text notes? (30)","Text Notes (25)","Typeface Style (30)","Copy (25)","Lettering Ontology (28)","Message Function (24)","Covid related? (27)","Text notes? (25)","Text Notes (30)","Typeface Style (27)","Copy (27)","Lettering Ontology (24)","Message Function (31)","Covid related? (29)","Text notes? (27)","Text Notes (26)","Typeface Style (28)","Copy (29)","Lettering Ontology (31)","Message Function (25)","Covid related? (24)","Text notes? (24)","Text Notes (27)","Overall confidence in your selections (0 lowest / 5 highest) (3)","Explain your reasoning (3)","Any additional information? (3)","Errors","Url","Network ID"
"686194cc-97e2-45e2-aff7-f80acfd95211","Sun Dec 29 2024 00:04:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:57:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills12.jpeg","https://drive.google.com/file/d/1Fnzx_YihvMxqn2e7yWSjYsFmlmkqC8IJ/view?usp=sharing","2","Wall-stuck","","false","","2","Script","Leisure World [typeface 2]","Debossed (text in)","Identification","false","false","","Sans Serif","[typeface 1] CONSIGNMENTS","Debossed (text in)","Identification","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","4","is this considered wall stuck? would it be fascia?","","Wall-stuck","on a door","false","","1","Sans Serif","PUSH","Embossed (text out)","Wayfinding","false","true","text goes down like this: 
P
U 
S
H","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=686194cc-97e2-45e2-aff7-f80acfd95211","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"0cd2d562-1c17-4283-b617-f4a77f7169ca","Sat Dec 28 2024 23:57:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:56:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills13.jpeg","https://drive.google.com/file/d/165tr32we-q0JVDIrlDmgykqeQ5ZZlkRD/view?usp=sharing","1","Hanging","","false","","1","Serif","KOSHER BITE
DELI","Printed","Identification","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=0cd2d562-1c17-4283-b617-f4a77f7169ca","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"7ea9bc1b-7a6b-43bf-b1ab-376dd2f5662a","Sat Dec 28 2024 23:54:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:52:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills15.jpeg","https://drive.google.com/file/d/1zZUP_xABG_j2ggBHpwRXxCYlj2kzXfH6/view?usp=sharing","1","Window-placed","","false","","2","Sans Serif","NO MASK
NO SERVICE 
[typeface 2]","Printed,Handmade","Advisement / Regulation","true","false","","Script","[typeface 1]
Thank you!","Printed,Handmade","Advisement / Regulation","true","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=7ea9bc1b-7a6b-43bf-b1ab-376dd2f5662a","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"7f60bba8-c611-4640-b6f2-71bb40ce0169","Sat Dec 28 2024 23:52:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:49:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills16.jpeg","https://drive.google.com/file/d/1TiIZRBwJRJ4skBmIJUkGhq0EPZgbXx7z/view?usp=sharing","3","Window-stuck","","false","","1","Sans Serif","23595 [illegible]","Decal","Address","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","Window-stuck","","false","","1","Serif","ELITE DENTAL
GROUP","Decal","Identification","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","Window-stuck","","false","","1","Sans Serif","General Dentist
Periodontic
Oral Surgery
Endodontic
Sedation","Decal","Generic Information","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=7f60bba8-c611-4640-b6f2-71bb40ce0169","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"7fef220a-bde8-4afd-9248-805b0939f28b","Sat Dec 28 2024 23:47:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:44:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills17.jpeg","https://drive.google.com/file/d/1s92M79DnkQK0l_OIHSEHJi2kg_yOqNQ6/view?usp=sharing","1","Window-stuck","","false","","2","Sans Serif","SOCALFA
[typeface 2]
www.socalfa.us","Decal","Identification","false","false","","Sans Serif","[typeface 1]
SOUTHERN CALIFORNIA
FENCING ACADEMY
[typeface 1]","Decal","Identification","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","4","would you consider this 1 substrate or 3?","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=7fef220a-bde8-4afd-9248-805b0939f28b","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"77914158-70e8-48d2-8665-f7257389f927","Sat Dec 28 2024 23:43:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:39:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills18.jpeg","https://drive.google.com/file/d/1BkyH7YCDvdo4R34rzzWa_XgLmzfd49IG/view?usp=sharing","2","Window-stuck","","false","","1","Sans Serif","MASK
REQUIRED","Printed,Decal","Advisement / Regulation","true","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","4","printed or decal? both?","","Window-stuck","","false","","2","Sans Serif","KEEP YOUR DISTANCE 
[typeface 2]
STAY SAFE","Printed,Decal","Advisement / Regulation","true","false","","Sans Serif","[typeface 1]
6 ft
2 m
[typeface 1]","Printed,Decal","Advisement / Regulation","true","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","4","printed or decal? both?","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=77914158-70e8-48d2-8665-f7257389f927","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"f843c75e-ac65-49e7-9915-8a504bda710d","Sat Dec 28 2024 23:38:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:36:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills19.jpeg","https://drive.google.com/file/d/1ZaffWTffkdq-ZqROIrhaYgXkn16cCVNh/view?usp=sharing","1","Ground","goes together with LagunaHills20.jpeg","false","","1","Sans Serif","YOUR STEP","Painted","Advisement / Regulation","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=f843c75e-ac65-49e7-9915-8a504bda710d","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"d5e0bc60-b31f-4b32-b9ae-f30e31bbf744","Sat Dec 28 2024 23:33:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:27:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills20.jpeg","https://drive.google.com/file/d/1VVFE3IH67K8CNu_lrnXcAThGSRfsPgRk/view?usp=sharing","1","Ground","goes together with LagunaHills19.jpeg","false","","1","Sans Serif","WATCH","Painted","Advisement / Regulation","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=d5e0bc60-b31f-4b32-b9ae-f30e31bbf744","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"de80a64d-2924-4ac8-822d-3b61a64fbe34","Sat Dec 28 2024 23:27:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:25:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills21.jpeg","https://drive.google.com/file/d/1ZoCOgxLyuSHdg2ztC7q1dwtsV3JwEUsI/view?usp=sharing","1","Other","embossed sign on a grate/vent, most likely on wall","false","","1","Sans Serif","SMITH","Embossed (text out)","Infrastructure","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","4","double check substrate please","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=de80a64d-2924-4ac8-822d-3b61a64fbe34","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"7252a3e9-13c0-4cbf-9c29-056919d61d5f","Sat Dec 28 2024 23:24:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:20:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills22.jpeg","https://drive.google.com/file/d/1qaa9-lGXFvel7_kqwbZUe-1sFB0GG7Ga/view?usp=sharing","2","Window-placed","","false","","2","Sans Serif","SNAP welcomed here.
[typeface 2]","Printed","Generic Information","false","false","","Sans Serif","[typeface 1]
SNAP","Printed","Generic Information","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","4","is this operational information or generic info?","","Window-stuck","","false","","1","Sans Serif","CAUTION - AUTOMATIC DOOR STAND CLEAR","Printed,Decal","Advisement / Regulation","false","true","did not include the fine print","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","4","is this decal or printed? ","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=7252a3e9-13c0-4cbf-9c29-056919d61d5f","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"e72122ee-e54a-43f2-8acc-d6554d63639b","Sat Dec 28 2024 23:20:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 23:16:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills23.jpeg","https://drive.google.com/file/d/144C48O1rGWb37a7iFf16VOf1fPogNAxG/view?usp=sharing","1","Wall-stuck","","false","","2","Sans Serif","__**Please...**__
[typeface 2]","Printed","Advisement / Regulation","false","false","","Sans Serif","[typeface 1]
NO SKATING,
SKATEBOARDING
OR BICYCLING","Printed","Advisement / Regulation","false","true","did not include the fine print","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=e72122ee-e54a-43f2-8acc-d6554d63639b","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"768d43d0-97be-4da4-9f32-ea5d668dfe40","Sat Dec 28 2024 18:10:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 18:10:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills24.jpeg","https://drive.google.com/file/d/1arq0a5tw3UztJMtfca9q5BjoNCHpRx-o/view?usp=sharing","1","Fascia","","false","","1","Sans Serif","PHARMACY","Pan channel","Wayfinding","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=768d43d0-97be-4da4-9f32-ea5d668dfe40","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"8358cf12-f7ee-4447-8a57-5c57d2d4e85b","Sat Dec 28 2024 17:36:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 17:35:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills26.jpeg","https://drive.google.com/file/d/11hGLpn1dE3CMyFMJ2GfkgFNBQcxp_h8K/view?usp=sharing","1","Hanging","","false","","1","Serif","MICHAEL P. SEDIGH, D.D.S.
DENTISTRY","Printed","Identification","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=8358cf12-f7ee-4447-8a57-5c57d2d4e85b","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"5c0dc3e9-ef52-4e44-8e43-07f146bb19aa","Sat Dec 28 2024 17:29:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 17:25:00 GMT-0800 (Pacific Standard Time)","finished","Ending","HK"," Laguna Hills","LagunaHills27.jpeg","https://drive.google.com/file/d/1CbEbJcYCEmLYKOzHaR5u3_DMYxmngwuo/view?usp=sharing","1","Pole-mounted","","false","","1","Sans Serif","Chabad","Printed,Handmade","Wayfinding","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=5c0dc3e9-ef52-4e44-8e43-07f146bb19aa","f1fb8f68c30c7445ff38b0dca6fa2fb2"
"f0527ab2-9840-4beb-9fdc-056c2a894623","Sat Dec 28 2024 15:43:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 15:42:00 GMT-0800 (Pacific Standard Time)","finished","Ending","AR"," Los Alamitos","P1010155.JPG","https://drive.google.com/file/d/1a4LjF_IlC-w6gxFABjMxHFPQrwehioOC/view?usp=sharing","1","Window-stuck","","false","","1","Stylized","ORGANIC ICE POPS","Decal","Generic Information","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=f0527ab2-9840-4beb-9fdc-056c2a894623","71ca137268ed7de839c0af6aaa79992d"
"e5b4b0a3-b370-4a68-8d24-d7ff220d3e6f","Sat Dec 28 2024 15:37:00 GMT-0800 (Pacific Standard Time)","Sat Dec 28 2024 15:37:00 GMT-0800 (Pacific Standard Time)","finished","Ending","AR"," Los Alamitos","P1010152.JPG","https://drive.google.com/file/d/1dtkTG2Hga37S91QCj95DR9v8DU4T-fzN/view?usp=drive_link","1","Window-stuck","","false","","2","Slab Serif","POP

PACIFIC ORGANIC POPS","Decal","Identification","false","false","","Script","Stay Cool","Decal","Advertisement,Identification","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","5","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","","false","","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","","false","false","","","","","None","https://build.fillout.com/editor/saqW6LdH3Jus/results?sessionId=e5b4b0a3-b370-4a68-8d24-d7ff220d3e6f","71ca137268ed7de839c0af6aaa79992d"
